x,y
0.9996,0.024
0.9988000257121487,0.047990396775801886
0.9976004742176252,0.0719615946447184
0.9960021129742725,0.09590402449855541
0.9940060775329117,0.11980816271070671
0.9916138679791074,0.14366454981388774
0.9888273441271012,0.16746380884739803
0.9856487195022087,0.19119666327623236
0.9820805541570723,0.21485395438879876
0.9781257463756319,0.23842665808537078
0.9737875233264375,0.2619059009756117
0.9690694307338749,0.2852829757104534
0.9639753216419339,0.3085493554811813
0.9585093443502692,0.3316967076266446
0.9526759296064381,0.3547169062979548
0.9464797771413308,0.37760204413872445
0.9399258416369365,0.4003444429477094
0.9330193182167176,0.42293666329952473
0.9257656275490384,0.44537151310779294
0.9181704006533452,0.46764205512354307
0.9102394634971879,0.4897416133698122
0.9019788214697706,0.5116637785211189
0.8933946438146065,0.533402412243706
0.8844932481000974,0.5549516505191261
0.875281084802567,0.5763059059798148
0.8657647220715261,0.5974598692907338
0.8559508307418291,0.6184085096159367
0.8458461696519936,0.6391470742130132
0.8354575713223661,0.6596710872017898
0.8247919280411291,0.6799763475564348
0.8138561784004161,0.7000589263722284
0.8026572943191163,0.7199151634597688
0.7912022685833604,0.7395416633202987
0.7794981029302488,0.7589352905562208
0.7675517966951537,0.7780931647707406
0.7553703360379442,0.7970126550100022
0.7429606837587763,0.8156913738000934
0.7303297697096867,0.8341271708299592
0.7174844818041477,0.8523181263296065
0.7044316576229943,0.8702625441910704
0.6911780766117271,0.8879589448774856
0.6777304528611351,0.9054060581632982
0.6640954284604556,0.9226028157462253
0.6502795674099013,0.9395483437690404
0.6362893500773137,0.9562419552866781
0.6221311681819411,0.9726831427115397
0.6078113202868769,0.9888715702672739
0.5933360077804966,1.004807066478721
0.5787113313263034,1.0204896167231754
0.5639432877598924,1.0359193558656554
0.5490377674112675,1.0510965609984777
0.534000551830464,1.0660216443031503
0.5188373118943301,1.080695146050405
0.5035536062723784,1.095117727752119
0.4881548802298166,1.109290165476916
0.4726464647461908,1.1232133433394096
0.4570335759285024,1.1368882471713224
0.44132131469817887,1.150315958381143
0.4255146667318749,1.163497648007501
0.40961850263673577,1.1764345709700954
0.3936375783414646,1.1891280605207815
0.3775765356852781,1.201579522896296
0.36143990318761104,1.2137904321730932
0.34523209698222146,1.2257623253238514
0.3289574219001526,1.2374967974743993
0.31262007268681397,1.2489954973590935
0.2962241353392492,1.2602601229720423
0.2797735885504536,1.2712924174110232
0.26327230524838857,1.282094164910461
0.24672405421810603,1.2926671870594295
0.23013250179614267,1.3030133392002945
0.213501213627068,1.3131345070033325
0.19683365647276904,1.3230326032124298
0.18013320006572692,1.3327095645567864
0.16340311899818602,1.342167348823408
0.14664659463973212,1.3514079320850765
0.1298667170763839,1.3604333060784266
0.11306648706486022,1.3692454757267265
0.09624881799621474,1.3778464568019588
0.07941653786352933,1.3862382737208239
0.06257239122883028,1.3944229574693314
0.04571904118483451,1.4024025436507124
0.028859071307550367,1.4101790706514636
0.011994987596147977,1.4177545779204344
-0.004870779603120448,1.4251311043559685
-0.02173587369182932,1.4323106867962376
-0.0385980099356788,1.43929535860802
-0.05545497360445077,1.4460871483693152
-0.07230461813761427,1.4526880786413232
-0.08914486333731964,1.45910016482545
-0.10597369359028641,1.4653254141011536
-0.12278915611987375,1.4713658244405803
-0.13958935926942365,1.4772233836960942
-0.15637247081778416,1.4829000687569425
-0.17313671632775252,1.4883978447714439
-0.18988037752802475,1.4937186644312352
-0.20660179072909848,1.498864467314245
-0.2232993452734484,1.5038371792832073
-0.2399714820201778,1.5086387119366615
-0.256616691864245,1.51327096210952
-0.2732335142902691,1.5177358114204085
-0.2898205359608328,1.5220351258631197
-0.3063763893391254,1.5261707554396344
-0.32289975134569887,1.5301445338322872
-0.3393893420490493,1.5339582781127683
-0.3558439233896826,1.5376137884857637
-0.37226229793727417,1.5411128480651428
-0.3886433076804911,1.5444572226807038
-0.4049858328490091,1.5476486607135915
-0.4212887907672239,1.5506888929585902
-0.4375511347391304,1.553579632511593
-0.45377185296381906,1.55632257468063
-0.4699499674810216,1.5589193969189292
-0.4860845331461193,1.5613717587785554
-0.5021746366340183,1.5636813018832572
-0.5182193954712827,1.5658496499192216
-0.5342179570959125,1.5678784086425062
-0.550169497944146,1.5697691659019875
-0.5660732225636654,1.5715234916767251
-0.5819283627525815,1.5731429381267048
-0.5977341767235764,1.5746290396559797
-0.6134899482925846,1.5759833129872847
-0.6291949860913951,1.5772072572472513
-0.6448486228035654,1.5783023540613998
-0.6604502144230404,1.5792700676581335
-0.6759991395348798,1.5801118449810032
-0.6914947986175021,1.5808291158085557
-0.7069366133658644,1.581423292881116
-0.7223240260350052,1.5818957720338973
-0.7376564988033851,1.5822479323358623
-0.7529335131554755,1.5824811362338003
-0.7681545692830493,1.5825967297011128
-0.7833191855046435,1.5825960423908323
-0.7984268977026726,1.5824803877924312
-0.8134772587776812,1.5822510633919993
-0.828469838119239,1.5819093508354014
-0.8434042210929908,1.5814565160940466
-0.8582800085433838,1.5808938096329253
-0.8730968163116101,1.5802224665805944
-0.8878542747683097,1.5794437069008078
-0.902552028360594,1.5785587355655142
-0.9171897351729575,1.5775687427289575
-0.9317670665016605,1.5764749039026373
-0.9462837064421734,1.5752783801309005
-0.9607393514892868,1.573980318166953
-0.9751337101494998,1.5725818506490918
-0.9894665025653123,1.5710840962769776
-1.0037374601510554,1.5694881599877737
-1.0179463252399048,1.5677951331319948
-1.0320928507417344,1.5660060936489213
-1.0461767998114724,1.5641221062414397
-1.0601979455276376,1.5621442225501874
-1.0741560705807387,1.5600734813268844
-1.0880509669712317,1.5579109086067475
-1.1018824357167365,1.555657517879887
-1.115650286568227,1.5533143102615983
-1.1293543377349116,1.5508822746614659
-1.142994415617537,1.5483623879512045
-1.1565703545498494,1.5457556151311684
-1.1700819965479596,1.5430629094954693
-1.1835291910673644,1.5402852127956443
-1.1969117947673849,1.5374234554028252
-1.2102296712827907,1.5344785564683623
-1.2234826910023837,1.5314514240828632
-1.2366707308543243,1.5283429554336108
-1.2497936740979894,1.525154036960328
-1.2628514101221564,1.521885544509262
-1.275843834249318,1.518538343485564
-1.2887708475459314,1.5151132890039427
-1.3016323566384225,1.5116112260375774
-1.3144282735347574,1.5080329895652722
-1.3271585154514156,1.5043794047168435
-1.3398230046455888,1.5006512869167299
-1.3524216682524464,1.496849442025818
-1.3649544381273087,1.4929746664814822
-1.3774212506925736,1.4890277474358342
-1.3898220467892495,1.4850094628921824
-1.4021567715329513,1.4809205818397044
-1.4144253741742194,1.4767618643863358
-1.4266278079630288,1.4725340618898781
-1.4387640300173563,1.4682379170873352
-1.4508340011956815,1.463874164222485
-1.462837685973298,1.4594435291716945
-1.4747750523223193,1.4549467295679896
-1.4866460715952605,1.4503844749233912
-1.4984507184120917,1.445757466749527
-1.5101889705506484,1.4410663986765362
-1.5218608088403027,1.436311956570278
-1.5334662170587887,1.431494818647858
-1.545005181832089,1.4266156555914906
-1.5564776925372854,1.4216751306607107
-1.5678837412082867,1.4166738998029513
-1.5792233224443395,1.4116126117625045
-1.5904964333212428,1.406491908187883
-1.6017030733051791,1.4013124237375996
-1.6128432441690854,1.3960747861843812
-1.6239169499114836,1.3907796165178383
-1.6349241966776984,1.3854275290456062
-1.6458649926833873,1.3800191314929766
-1.6567393481403139,1.3745550251010399
-1.6675472751842966,1.3690358047233553
-1.6782887878052664,1.3634620589211697
-1.6889639017793685,1.3578343700572026
-1.6995726346030497,1.3521533143880182
-1.7101150054290672,1.3464194621550014
-1.7205910350043636,1.3406333776739598
-1.731000745609752,1.3347956194233688
-1.7413441610013556,1.32890674013128
-1.7516213063537494,1.3229672868609124
-1.7618322082047537,1.3169778010949433
-1.77197689440183,1.3109388188185223
-1.7820553940500292,1.3048508706010211
-1.7920677374614504,1.2987144816765455
-1.8020139561061597,1.2925301720232207
-1.8118940825645298,1.2862984564412743
-1.8217081504809565,1.280019844629932
-1.831456194518911,1.273694841263147
-1.84113825031729,1.2673239460641779
-1.8507543544480225,1.2609076538790362
-1.8603045443748998,1.2544464547488208
-1.8697888584135882,1.2479408339809537
-1.8792073356927947,1.2413912722193403
-1.8885600161165466,1.2347982455134658
-1.8978469403275566,1.2281622253864493
-1.907068149671639,1.2214836789020684
-1.9162236861631465,1.214763068730776
-1.9253135924513995,1.20800085321472
-1.9343379117880766,1.2011974864317876
-1.9432966879955391,1.1943534182586868
-1.9521899654360642,1.1874690944330824
-1.9610177889819567,1.1805449566148016
-1.9697802039865173,1.1735814424461264
